predicate,object
http://www.w3.org/2000/01/rdf-schema#comment,konstitutionell monarki i Västeuropa
http://www.w3.org/2000/01/rdf-schema#comment,nchi katika Ulaya Magharibi
http://www.w3.org/2000/01/rdf-schema#comment,państwo we zachodnij Ojropie
http://www.w3.org/2000/01/rdf-schema#comment,மேற்கு ஐரோப்பிய நாடு
http://www.w3.org/2000/01/rdf-schema#comment,ఐరోపా లోని ఒక దేశం
http://www.w3.org/2000/01/rdf-schema#comment,rai iha Europa
http://www.w3.org/2000/01/rdf-schema#comment,ราชอาณาจักรในยุโรปตะวันตก
http://www.w3.org/2000/01/rdf-schema#comment,ma lon ma Elopa
http://www.w3.org/2000/01/rdf-schema#comment,Batı Avrupa'da bir ülke
http://www.w3.org/2000/01/rdf-schema#comment,держава у Західній Європі
http://www.w3.org/2000/01/rdf-schema#comment,مغربی یورپ کا ایک ملک
http://www.w3.org/2000/01/rdf-schema#comment,Stato del Nord Eoropa
http://www.w3.org/2000/01/rdf-schema#comment,quốc gia có chủ quyền tại Tây Âu
http://www.w3.org/2000/01/rdf-schema#comment,pays d'europe
http://www.w3.org/2000/01/rdf-schema#comment,payis di l' Urope do Coûtchant
http://www.w3.org/2000/01/rdf-schema#comment,西歐國家
http://www.w3.org/2000/01/rdf-schema#comment,西歐國家
http://www.w3.org/2000/01/rdf-schema#comment,西欧国家
http://www.w3.org/2000/01/rdf-schema#comment,西欧国家
http://www.w3.org/2000/01/rdf-schema#comment,西歐國家
http://www.w3.org/2000/01/rdf-schema#comment,西歐國家
http://www.w3.org/2000/01/rdf-schema#comment,西歐國家
http://www.w3.org/2000/01/rdf-schema#comment,西欧国家
http://www.w3.org/2000/01/rdf-schema#comment,西欧国家
http://www.w3.org/2000/01/rdf-schema#comment,西歐國家
http://www.w3.org/2000/01/rdf-schema#label,België
http://www.w3.org/2000/01/rdf-schema#label,Belgium
http://www.w3.org/2000/01/rdf-schema#label,Belgique
http://www.w3.org/2000/01/rdf-schema#label,Bélgica
http://www.w3.org/2000/01/rdf-schema#label,Бельгия
http://www.w3.org/2000/01/rdf-schema#label,Belgie
http://www.w3.org/2000/01/rdf-schema#label,Belgien
http://www.w3.org/2000/01/rdf-schema#label,Belgia
http://www.w3.org/2000/01/rdf-schema#label,ベルギー
http://www.w3.org/2000/01/rdf-schema#label,Belgien
http://www.w3.org/2000/01/rdf-schema#label,Belgica
http://www.w3.org/2000/01/rdf-schema#label,Бельгиа
http://www.w3.org/2000/01/rdf-schema#label,Bèlgia
http://www.w3.org/2000/01/rdf-schema#label,Белгие
http://www.w3.org/2000/01/rdf-schema#label,بلجيكيا
http://www.w3.org/2000/01/rdf-schema#label,België
http://www.w3.org/2000/01/rdf-schema#label,Belgium
http://www.w3.org/2000/01/rdf-schema#label,ቤልጅግ
http://www.w3.org/2000/01/rdf-schema#label,Belguim
http://www.w3.org/2000/01/rdf-schema#label,Belchica
http://www.w3.org/2000/01/rdf-schema#label,Belgice
http://www.w3.org/2000/01/rdf-schema#label,بلجيكا
http://www.w3.org/2000/01/rdf-schema#label,ܒܠܓܝܩܐ
http://www.w3.org/2000/01/rdf-schema#label,بلجيكا
http://www.w3.org/2000/01/rdf-schema#label,بلجيكا
http://www.w3.org/2000/01/rdf-schema#label,বেলজিয়াম
http://www.w3.org/2000/01/rdf-schema#label,Bélxica
http://www.w3.org/2000/01/rdf-schema#label,Бельгия
http://www.w3.org/2000/01/rdf-schema#label,Belga
http://www.w3.org/2000/01/rdf-schema#label,बेल्जियम
http://www.w3.org/2000/01/rdf-schema#label,Bilkiya
http://www.w3.org/2000/01/rdf-schema#label,Belçika
http://www.w3.org/2000/01/rdf-schema#label,بلژیک
http://www.w3.org/2000/01/rdf-schema#label,Бельгия
http://www.w3.org/2000/01/rdf-schema#label,Belgia
http://www.w3.org/2000/01/rdf-schema#label,Bäigien
http://www.w3.org/2000/01/rdf-schema#label,Belhika
http://www.w3.org/2000/01/rdf-schema#label,Бельгія
http://www.w3.org/2000/01/rdf-schema#label,Бэльгія
http://www.w3.org/2000/01/rdf-schema#label,Белгия
http://www.w3.org/2000/01/rdf-schema#label,بلجیم
http://www.w3.org/2000/01/rdf-schema#label,बेल्जियम
http://www.w3.org/2000/01/rdf-schema#label,Belgium
http://www.w3.org/2000/01/rdf-schema#label,Bɛliziki
http://www.w3.org/2000/01/rdf-schema#label,বেলজিয়াম
http://www.w3.org/2000/01/rdf-schema#label,པེར་ཅིན།
http://www.w3.org/2000/01/rdf-schema#label,বেলজিয়াম
http://www.w3.org/2000/01/rdf-schema#label,Belgia
http://www.w3.org/2000/01/rdf-schema#label,Belgija
http://www.w3.org/2000/01/rdf-schema#label,Belgia
http://www.w3.org/2000/01/rdf-schema#label,Бельги
http://www.w3.org/2000/01/rdf-schema#label,Bèlgica
http://www.w3.org/2000/01/rdf-schema#label,Bélgica
http://www.w3.org/2000/01/rdf-schema#label,Bī-lé-sì
http://www.w3.org/2000/01/rdf-schema#label,Бельги
http://www.w3.org/2000/01/rdf-schema#label,Belhika
http://www.w3.org/2000/01/rdf-schema#label,Belgika
http://www.w3.org/2000/01/rdf-schema#label,ᏇᎵᏥᎥᎻ
http://www.w3.org/2000/01/rdf-schema#label,بەلجیکا
http://www.w3.org/2000/01/rdf-schema#label,Belghju
http://www.w3.org/2000/01/rdf-schema#label,Belçika
http://www.w3.org/2000/01/rdf-schema#label,Belçika
http://www.w3.org/2000/01/rdf-schema#label,Belgijskô
http://www.w3.org/2000/01/rdf-schema#label,Бєлгїѥ
http://www.w3.org/2000/01/rdf-schema#label,Бельги
http://www.w3.org/2000/01/rdf-schema#label,Gwlad Belg
http://www.w3.org/2000/01/rdf-schema#label,Belgien
http://www.w3.org/2000/01/rdf-schema#label,Belgium
http://www.w3.org/2000/01/rdf-schema#label,Belgien
http://www.w3.org/2000/01/rdf-schema#label,Belgien
http://www.w3.org/2000/01/rdf-schema#label,Belçıka
http://www.w3.org/2000/01/rdf-schema#label,Belgiska
http://www.w3.org/2000/01/rdf-schema#label,बेल्जियम
http://www.w3.org/2000/01/rdf-schema#label,ބެލްޖިއަމް
http://www.w3.org/2000/01/rdf-schema#label,བེལ་ཇིཡམ
http://www.w3.org/2000/01/rdf-schema#label,Belgium
http://www.w3.org/2000/01/rdf-schema#label,Βέλγιο
http://www.w3.org/2000/01/rdf-schema#label,Bélgi
http://www.w3.org/2000/01/rdf-schema#label,Belgium
http://www.w3.org/2000/01/rdf-schema#label,Belgium
http://www.w3.org/2000/01/rdf-schema#label,Belgium
http://www.w3.org/2000/01/rdf-schema#label,Belgio
http://www.w3.org/2000/01/rdf-schema#label,Belgia
http://www.w3.org/2000/01/rdf-schema#label,Belgika
http://www.w3.org/2000/01/rdf-schema#label,Bélgica
http://www.w3.org/2000/01/rdf-schema#label,بلژیک
http://www.w3.org/2000/01/rdf-schema#label,Beljik
http://www.w3.org/2000/01/rdf-schema#label,Belgia
http://www.w3.org/2000/01/rdf-schema#label,Bèlg·ique
http://www.w3.org/2000/01/rdf-schema#label,Belgien
http://www.w3.org/2000/01/rdf-schema#label,Belgjo
http://www.w3.org/2000/01/rdf-schema#label,Belgje
http://www.w3.org/2000/01/rdf-schema#label,An Bheilg
http://www.w3.org/2000/01/rdf-schema#label,Belgiya
http://www.w3.org/2000/01/rdf-schema#label,Bèljik
http://www.w3.org/2000/01/rdf-schema#label,A' Bheilg
http://www.w3.org/2000/01/rdf-schema#label,Bélxica
http://www.w3.org/2000/01/rdf-schema#label,Véyhika
http://www.w3.org/2000/01/rdf-schema#label,बेल्जियम
http://www.w3.org/2000/01/rdf-schema#label,बेल्जियम
http://www.w3.org/2000/01/rdf-schema#label,Belgium
http://www.w3.org/2000/01/rdf-schema#label,𐌱𐌰𐌹𐌻𐌲𐌰𐌻𐌰𐌽𐌳
http://www.w3.org/2000/01/rdf-schema#label,Βέλγιον
http://www.w3.org/2000/01/rdf-schema#label,Belgie
http://www.w3.org/2000/01/rdf-schema#label,બેલ્જિયમ
http://www.w3.org/2000/01/rdf-schema#label,Yn Velg
http://www.w3.org/2000/01/rdf-schema#label,Beljik
http://www.w3.org/2000/01/rdf-schema#label,Pí-li-sṳ̀
http://www.w3.org/2000/01/rdf-schema#label,Pelekiuma
http://www.w3.org/2000/01/rdf-schema#label,בלגיה
http://www.w3.org/2000/01/rdf-schema#label,बेल्जियम
http://www.w3.org/2000/01/rdf-schema#label,Belgium
http://www.w3.org/2000/01/rdf-schema#label,Belgija
http://www.w3.org/2000/01/rdf-schema#label,Belgiska
http://www.w3.org/2000/01/rdf-schema#label,Bèljik
http://www.w3.org/2000/01/rdf-schema#label,Belgium
http://www.w3.org/2000/01/rdf-schema#label,Բելգիա
http://www.w3.org/2000/01/rdf-schema#label,Պելճիքա
http://www.w3.org/2000/01/rdf-schema#label,Belgica
http://www.w3.org/2000/01/rdf-schema#label,Belgia
http://www.w3.org/2000/01/rdf-schema#label,Belgia
http://www.w3.org/2000/01/rdf-schema#label,Belgium
http://www.w3.org/2000/01/rdf-schema#label,Belhika
http://www.w3.org/2000/01/rdf-schema#label,Бельги
http://www.w3.org/2000/01/rdf-schema#label,Belgia
http://www.w3.org/2000/01/rdf-schema#label,Belgía
http://www.w3.org/2000/01/rdf-schema#label,Belgio
http://www.w3.org/2000/01/rdf-schema#label,Beljiom
http://www.w3.org/2000/01/rdf-schema#label,beldjym
http://www.w3.org/2000/01/rdf-schema#label,Bélgié
http://www.w3.org/2000/01/rdf-schema#label,ბელგია
http://www.w3.org/2000/01/rdf-schema#label,Belgiya
http://www.w3.org/2000/01/rdf-schema#label,Biljik
http://www.w3.org/2000/01/rdf-schema#label,Белгэ
http://www.w3.org/2000/01/rdf-schema#label,Pɛliziki
http://www.w3.org/2000/01/rdf-schema#label,Béljika
http://www.w3.org/2000/01/rdf-schema#label,Belezi
http://www.w3.org/2000/01/rdf-schema#label,Бельгия
http://www.w3.org/2000/01/rdf-schema#label,Belgia
http://www.w3.org/2000/01/rdf-schema#label,បែលស៊ិក
http://www.w3.org/2000/01/rdf-schema#label,ಬೆಲ್ಜಿಯಂ
http://www.w3.org/2000/01/rdf-schema#label,벨기에
http://www.w3.org/2000/01/rdf-schema#label,벨지끄
http://www.w3.org/2000/01/rdf-schema#label,Белгия
http://www.w3.org/2000/01/rdf-schema#label,Бельгия
http://www.w3.org/2000/01/rdf-schema#label,Belgien
http://www.w3.org/2000/01/rdf-schema#label,Belçîka
http://www.w3.org/2000/01/rdf-schema#label,Бельгия
http://www.w3.org/2000/01/rdf-schema#label,Pow Belg
http://www.w3.org/2000/01/rdf-schema#label,Бельгия
http://www.w3.org/2000/01/rdf-schema#label,Beljika
http://www.w3.org/2000/01/rdf-schema#label,Belsch
http://www.w3.org/2000/01/rdf-schema#label,Бельгия
http://www.w3.org/2000/01/rdf-schema#label,Beljia
http://www.w3.org/2000/01/rdf-schema#label,Bubirigi
http://www.w3.org/2000/01/rdf-schema#label,Belsj
http://www.w3.org/2000/01/rdf-schema#label,Bèlgio
http://www.w3.org/2000/01/rdf-schema#label,Beļgij
http://www.w3.org/2000/01/rdf-schema#label,Belje
http://www.w3.org/2000/01/rdf-schema#label,Belgi
http://www.w3.org/2000/01/rdf-schema#label,Bɛ́ljika
http://www.w3.org/2000/01/rdf-schema#label,ປະເທດແບນຊິກ
http://www.w3.org/2000/01/rdf-schema#label,بلجیک
http://www.w3.org/2000/01/rdf-schema#label,Belgija
http://www.w3.org/2000/01/rdf-schema#label,Beļgeja
http://www.w3.org/2000/01/rdf-schema#label,Beļģija
http://www.w3.org/2000/01/rdf-schema#label,比利時
http://www.w3.org/2000/01/rdf-schema#label,Belgia
http://www.w3.org/2000/01/rdf-schema#label,बेल्जियम
http://www.w3.org/2000/01/rdf-schema#label,Belgia
http://www.w3.org/2000/01/rdf-schema#label,Бельгия
http://www.w3.org/2000/01/rdf-schema#label,Belzika
http://www.w3.org/2000/01/rdf-schema#label,Бельгий
http://www.w3.org/2000/01/rdf-schema#label,Pehiamu
http://www.w3.org/2000/01/rdf-schema#label,Belgia
http://www.w3.org/2000/01/rdf-schema#label,Белгија
http://www.w3.org/2000/01/rdf-schema#label,ബെൽജിയം
http://www.w3.org/2000/01/rdf-schema#label,Бельги
http://www.w3.org/2000/01/rdf-schema#label,ꯕꯦꯜꯖꯤꯌꯝ
http://www.w3.org/2000/01/rdf-schema#label,बेल्जियम
http://www.w3.org/2000/01/rdf-schema#label,Belgium
http://www.w3.org/2000/01/rdf-schema#label,Belġju
http://www.w3.org/2000/01/rdf-schema#label,Bélgica
http://www.w3.org/2000/01/rdf-schema#label,ဘယ်လ်ဂျီယမ်နိုင်ငံ
http://www.w3.org/2000/01/rdf-schema#label,Бельгия Мастор
http://www.w3.org/2000/01/rdf-schema#label,بلژیک
http://www.w3.org/2000/01/rdf-schema#label,Berdjiyum
http://www.w3.org/2000/01/rdf-schema#label,Belgica
http://www.w3.org/2000/01/rdf-schema#label,Pe̍k-ní-gī
http://www.w3.org/2000/01/rdf-schema#label,Belge
http://www.w3.org/2000/01/rdf-schema#label,Belgia
http://www.w3.org/2000/01/rdf-schema#label,Belgien
http://www.w3.org/2000/01/rdf-schema#label,België
http://www.w3.org/2000/01/rdf-schema#label,बेल्जियम
http://www.w3.org/2000/01/rdf-schema#label,बेल्जियम
http://www.w3.org/2000/01/rdf-schema#label,Belgia
http://www.w3.org/2000/01/rdf-schema#label,Belgia
http://www.w3.org/2000/01/rdf-schema#label,Belgique
http://www.w3.org/2000/01/rdf-schema#label,Belgium
http://www.w3.org/2000/01/rdf-schema#label,Tábąąh Hóteelnii Bikéyah
http://www.w3.org/2000/01/rdf-schema#label,Belgium
http://www.w3.org/2000/01/rdf-schema#label,Belgica
http://www.w3.org/2000/01/rdf-schema#label,Bel'gii
http://www.w3.org/2000/01/rdf-schema#label,Beeljiyeem
http://www.w3.org/2000/01/rdf-schema#label,ବେଲଜିଅମ
http://www.w3.org/2000/01/rdf-schema#label,Бельги
http://www.w3.org/2000/01/rdf-schema#label,ਬੈਲਜੀਅਮ
http://www.w3.org/2000/01/rdf-schema#label,Belhika
http://www.w3.org/2000/01/rdf-schema#label,Belhika
http://www.w3.org/2000/01/rdf-schema#label,Bélgika
http://www.w3.org/2000/01/rdf-schema#label,Bergike
http://www.w3.org/2000/01/rdf-schema#label,Belgien
http://www.w3.org/2000/01/rdf-schema#label,Belgje
http://www.w3.org/2000/01/rdf-schema#label,बेल्जियम
http://www.w3.org/2000/01/rdf-schema#label,Beljum
http://www.w3.org/2000/01/rdf-schema#label,Belgia
http://www.w3.org/2000/01/rdf-schema#label,Belgi
http://www.w3.org/2000/01/rdf-schema#label,بیلجیئم
http://www.w3.org/2000/01/rdf-schema#label,Βέλγιον
http://www.w3.org/2000/01/rdf-schema#label,بلجیم
http://www.w3.org/2000/01/rdf-schema#label,Bélgica
http://www.w3.org/2000/01/rdf-schema#label,Bélgica
http://www.w3.org/2000/01/rdf-schema#label,Bilhika
http://www.w3.org/2000/01/rdf-schema#label,Belgia
http://www.w3.org/2000/01/rdf-schema#label,Belgija
http://www.w3.org/2000/01/rdf-schema#label,Beljiya
http://www.w3.org/2000/01/rdf-schema#label,Ububirigi
http://www.w3.org/2000/01/rdf-schema#label,Belgia
http://www.w3.org/2000/01/rdf-schema#label,Bèlge
http://www.w3.org/2000/01/rdf-schema#label,Белґія
http://www.w3.org/2000/01/rdf-schema#label,Belghia
http://www.w3.org/2000/01/rdf-schema#label,Ububiligi
http://www.w3.org/2000/01/rdf-schema#label,बेल्जियम्
http://www.w3.org/2000/01/rdf-schema#label,Бельгия
http://www.w3.org/2000/01/rdf-schema#label,ᱵᱮᱞᱡᱤᱭᱚᱢ
http://www.w3.org/2000/01/rdf-schema#label,Bèlgiu
http://www.w3.org/2000/01/rdf-schema#label,Belgiu
http://www.w3.org/2000/01/rdf-schema#label,Belgium
http://www.w3.org/2000/01/rdf-schema#label,بيلجيم
http://www.w3.org/2000/01/rdf-schema#label,Belgia
http://www.w3.org/2000/01/rdf-schema#label,Bêleze
http://www.w3.org/2000/01/rdf-schema#label,Belgėjė
http://www.w3.org/2000/01/rdf-schema#label,Belgija
http://www.w3.org/2000/01/rdf-schema#label,Bljika
http://www.w3.org/2000/01/rdf-schema#label,မိူင်းပႄႇၵျီႇယမ်ႇ
http://www.w3.org/2000/01/rdf-schema#label,බෙල්ජියම
http://www.w3.org/2000/01/rdf-schema#label,Belgicko
http://www.w3.org/2000/01/rdf-schema#label,Belgija
http://www.w3.org/2000/01/rdf-schema#label,Peleseuma
http://www.w3.org/2000/01/rdf-schema#label,Belgia
http://www.w3.org/2000/01/rdf-schema#label,Belgia
http://www.w3.org/2000/01/rdf-schema#label,Belgia
http://www.w3.org/2000/01/rdf-schema#label,Belgium
http://www.w3.org/2000/01/rdf-schema#label,Beljim
http://www.w3.org/2000/01/rdf-schema#label,Belgjika
http://www.w3.org/2000/01/rdf-schema#label,Белгија
http://www.w3.org/2000/01/rdf-schema#label,Белгија
http://www.w3.org/2000/01/rdf-schema#label,Belgija
http://www.w3.org/2000/01/rdf-schema#label,Belgikondre
http://www.w3.org/2000/01/rdf-schema#label,IBhelijiyamu
http://www.w3.org/2000/01/rdf-schema#label,Belgien
http://www.w3.org/2000/01/rdf-schema#label,Bélgia
http://www.w3.org/2000/01/rdf-schema#label,Ubelgiji
http://www.w3.org/2000/01/rdf-schema#label,Belgijŏ
http://www.w3.org/2000/01/rdf-schema#label,Belguim
http://www.w3.org/2000/01/rdf-schema#label,பெல்ஜியம்
http://www.w3.org/2000/01/rdf-schema#label,Belguim
http://www.w3.org/2000/01/rdf-schema#label,బెల్జియం
http://www.w3.org/2000/01/rdf-schema#label,Béljika
http://www.w3.org/2000/01/rdf-schema#label,Белгия
http://www.w3.org/2000/01/rdf-schema#label,ประเทศเบลเยียม
http://www.w3.org/2000/01/rdf-schema#label,Belgiýa
http://www.w3.org/2000/01/rdf-schema#label,Belgium
http://www.w3.org/2000/01/rdf-schema#label,Pelesiume
http://www.w3.org/2000/01/rdf-schema#label,ma Pesije
http://www.w3.org/2000/01/rdf-schema#label,Beljiam
http://www.w3.org/2000/01/rdf-schema#label,Belçika
http://www.w3.org/2000/01/rdf-schema#label,Belguim
http://www.w3.org/2000/01/rdf-schema#label,Belgium
http://www.w3.org/2000/01/rdf-schema#label,Бельгия
http://www.w3.org/2000/01/rdf-schema#label,Belgium
http://www.w3.org/2000/01/rdf-schema#label,Belgium
http://www.w3.org/2000/01/rdf-schema#label,Peretita
http://www.w3.org/2000/01/rdf-schema#label,Бельгия
http://www.w3.org/2000/01/rdf-schema#label,بېلگىيە
http://www.w3.org/2000/01/rdf-schema#label,Бельгія
http://www.w3.org/2000/01/rdf-schema#label,بیلجیئم
http://www.w3.org/2000/01/rdf-schema#label,Belgiya
http://www.w3.org/2000/01/rdf-schema#label,Belzo
http://www.w3.org/2000/01/rdf-schema#label,Bel'gii
http://www.w3.org/2000/01/rdf-schema#label,Bỉ
http://www.w3.org/2000/01/rdf-schema#label,België
http://www.w3.org/2000/01/rdf-schema#label,Belgän
http://www.w3.org/2000/01/rdf-schema#label,Belgiä
http://www.w3.org/2000/01/rdf-schema#label,Beldjike
http://www.w3.org/2000/01/rdf-schema#label,Belhika
http://www.w3.org/2000/01/rdf-schema#label,Belsik
http://www.w3.org/2000/01/rdf-schema#label,比利时
http://www.w3.org/2000/01/rdf-schema#label,Бельҗмудин Нутг
http://www.w3.org/2000/01/rdf-schema#label,ბელგია
http://www.w3.org/2000/01/rdf-schema#label,בעלגיע
http://www.w3.org/2000/01/rdf-schema#label,Bẹ́ljíọ̀m
http://www.w3.org/2000/01/rdf-schema#label,比利時
http://www.w3.org/2000/01/rdf-schema#label,Bijliswz
http://www.w3.org/2000/01/rdf-schema#label,Belhië
http://www.w3.org/2000/01/rdf-schema#label,比利時
http://www.w3.org/2000/01/rdf-schema#label,比利时
http://www.w3.org/2000/01/rdf-schema#label,比利时
http://www.w3.org/2000/01/rdf-schema#label,比利時
http://www.w3.org/2000/01/rdf-schema#label,比利時
http://www.w3.org/2000/01/rdf-schema#label,比利時
http://www.w3.org/2000/01/rdf-schema#label,比利时
http://www.w3.org/2000/01/rdf-schema#label,比利时
http://www.w3.org/2000/01/rdf-schema#label,比利時
http://www.w3.org/2002/07/owl#sameAs,http://www.wikidata.org/entity/Q31
